flow_rate,pressure,temperature,usage_duration,vibration,label
95.23,218.39,31.79,149,0.96,Leakage
59.39,326.26,25.33,89,0.27,Normal
38.19,348.39,21.84,99,0.26,Normal
83.74,135.23,26.31,147,0.54,Leakage
58.76,324.89,23.0,56,0.21,Normal
30.19,346.81,26.33,56,0.14,Normal
42.71,286.25,21.49,100,0.18,Normal
56.7,293.81,24.51,46,0.19,Normal
42.9,291.61,24.05,47,0.22,Normal
95.65,125.79,25.83,80,0.83,Leakage
101.74,198.62,30.02,54,1.0,Leakage
43.62,345.68,21.23,52,0.26,Normal
87.25,109.53,31.87,135,0.71,Leakage
110.13,166.35,34.45,112,0.72,Leakage
41.35,348.96,20.76,91,0.18,Normal
47.34,340.87,27.7,106,0.17,Normal
89.11,130.5,32.34,56,0.6,Leakage
81.72,136.16,28.57,123,0.76,Leakage
41.35,303.51,25.66,110,0.12,Normal
52.04,293.6,27.54,112,0.2,Normal
54.16,289.48,24.5,89,0.14,Normal
52.94,289.99,26.25,105,0.2,Normal
101.38,101.67,26.9,101,0.71,Leakage
31.74,327.95,21.34,78,0.26,Normal
54.26,339.4,21.65,47,0.17,Normal
70.61,164.94,30.16,136,0.75,Leakage
37.53,324.81,28.72,61,0.16,Normal
107.95,104.69,28.75,99,0.52,Leakage
30.33,340.91,21.7,48,0.29,Normal
49.48,346.09,21.63,32,0.29,Normal
31.98,293.59,24.15,78,0.1,Normal
53.44,294.2,25.08,90,0.13,Normal
95.33,137.75,27.1,89,0.86,Leakage
45.37,306.76,20.56,114,0.29,Normal
57.21,321.57,28.37,89,0.13,Normal
58.11,307.35,28.69,110,0.3,Normal
31.59,334.47,20.55,96,0.19,Normal
45.15,297.08,24.19,104,0.2,Normal
56.37,321.16,21.86,74,0.17,Normal
44.97,318.49,29.32,93,0.25,Normal
42.09,348.34,20.92,120,0.13,Normal
49.55,294.36,26.95,57,0.29,Normal
34.6,302.8,20.03,113,0.17,Normal
59.48,306.68,23.16,54,0.25,Normal
37.83,319.57,22.01,49,0.25,Normal
49.73,293.23,26.81,116,0.27,Normal
97.84,192.19,30.42,89,0.7,Leakage
52.01,291.46,24.03,60,0.18,Normal
42.95,284.42,20.65,71,0.22,Normal
49.56,348.14,25.22,37,0.19,Normal
41.95,293.54,28.9,88,0.11,Normal
73.12,121.7,26.46,93,0.63,Leakage
38.82,304.86,25.14,43,0.27,Normal
30.21,297.67,25.37,35,0.2,Normal
50.67,337.61,27.55,42,0.29,Normal
50.02,337.98,24.18,67,0.21,Normal
39.71,293.7,21.9,112,0.22,Normal
115.53,147.58,30.83,41,0.57,Leakage
116.01,193.64,31.64,150,0.52,Leakage
30.7,324.3,28.63,76,0.23,Normal
56.38,337.45,23.67,108,0.19,Normal
48.78,306.9,24.99,115,0.22,Normal
50.43,321.2,28.17,94,0.15,Normal
48.82,297.19,27.8,97,0.18,Normal
50.56,341.97,20.75,88,0.25,Normal
44.6,336.02,29.97,75,0.28,Normal
92.37,145.79,26.82,73,0.94,Leakage
50.7,341.4,20.65,45,0.16,Normal
95.93,129.71,25.28,107,0.55,Leakage
43.84,326.37,24.8,76,0.28,Normal
53.4,328.81,23.89,88,0.29,Normal
33.51,344.22,20.2,74,0.29,Normal
55.37,316.82,21.3,110,0.28,Normal
38.86,324.38,23.94,78,0.27,Normal
53.33,284.98,25.84,107,0.28,Normal
42.49,329.92,24.88,64,0.1,Normal
59.1,297.65,24.91,92,0.15,Normal
102.05,216.73,30.42,102,0.82,Leakage
86.72,175.19,25.06,92,0.6,Leakage
55.36,323.47,24.51,118,0.21,Normal
72.01,183.48,32.51,146,0.84,Leakage
41.86,338.68,20.09,75,0.26,Normal
52.59,280.17,28.84,73,0.2,Normal
112.12,164.61,29.05,67,0.79,Leakage
35.49,321.75,22.45,85,0.23,Normal
33.27,314.75,22.07,97,0.19,Normal
34.19,312.49,29.37,34,0.13,Normal
43.84,299.31,27.34,52,0.12,Normal
48.64,330.73,22.92,77,0.14,Normal
87.26,139.02,27.68,82,0.8,Leakage
50.79,324.99,26.27,41,0.16,Normal
31.24,301.75,25.2,111,0.16,Normal
46.21,287.02,26.54,106,0.22,Normal
33.84,304.71,27.69,54,0.28,Normal
73.42,112.61,29.2,76,0.5,Leakage
45.99,285.88,28.6,87,0.12,Normal
55.98,342.08,26.77,101,0.24,Normal
50.69,326.35,28.74,109,0.15,Normal
30.61,317.26,25.59,78,0.25,Normal
78.16,149.85,32.55,91,0.89,Leakage
43.58,333.5,28.19,112,0.11,Normal
50.38,334.41,26.4,51,0.26,Normal
43.18,338.66,25.15,88,0.25,Normal
83.87,123.89,25.57,59,0.82,Leakage
71.82,146.58,25.08,144,0.77,Leakage
36.85,282.76,24.61,68,0.28,Normal
41.21,335.51,29.7,36,0.25,Normal
38.39,300.53,27.49,112,0.26,Normal
102.02,116.41,32.33,57,0.84,Leakage
31.03,288.94,26.31,119,0.23,Normal
82.76,165.37,27.49,81,0.84,Leakage
34.37,318.42,25.47,120,0.3,Normal
42.0,287.46,24.79,49,0.26,Normal
81.46,176.61,32.8,148,0.74,Leakage
78.56,191.0,30.99,127,0.74,Leakage
94.32,104.04,34.62,59,0.75,Leakage
57.08,285.18,21.72,85,0.28,Normal
49.06,297.49,20.31,109,0.3,Normal
75.75,163.84,28.04,69,0.62,Leakage
43.91,283.74,29.51,97,0.2,Normal
87.34,194.94,30.88,145,0.95,Leakage
31.42,315.8,24.35,65,0.18,Normal
115.3,188.79,28.45,137,0.73,Leakage
49.15,317.61,27.98,62,0.29,Normal
45.33,295.97,26.41,116,0.3,Normal
79.73,219.28,25.06,77,0.67,Leakage
58.1,343.83,26.51,89,0.2,Normal
38.84,306.51,24.02,120,0.16,Normal
34.12,317.7,21.97,41,0.23,Normal
37.84,316.36,22.11,84,0.2,Normal
93.39,124.46,31.84,88,0.75,Leakage
33.97,316.0,28.34,86,0.3,Normal
34.4,306.37,21.39,30,0.23,Normal
50.98,291.34,29.03,59,0.28,Normal
112.76,215.57,26.09,72,0.74,Leakage
50.33,330.2,20.78,68,0.25,Normal
73.21,191.78,30.29,119,0.77,Leakage
51.23,345.77,21.3,78,0.19,Normal
43.51,337.4,24.79,64,0.15,Normal
119.95,215.81,25.72,57,0.84,Leakage
35.87,347.61,24.08,87,0.28,Normal
45.44,287.94,27.37,74,0.26,Normal
39.32,303.29,21.9,41,0.1,Normal
51.38,337.79,25.17,109,0.23,Normal
47.88,349.07,20.1,41,0.14,Normal
45.29,338.54,21.34,59,0.14,Normal
53.28,315.57,25.14,51,0.24,Normal
58.55,294.34,27.9,61,0.14,Normal
47.34,311.03,28.52,113,0.28,Normal
53.94,344.22,20.01,55,0.13,Normal
57.24,348.47,20.67,69,0.18,Normal
47.85,305.11,27.27,77,0.27,Normal
31.31,292.14,20.71,38,0.17,Normal
33.5,301.78,26.86,91,0.15,Normal
53.61,341.29,27.04,115,0.17,Normal
77.51,195.82,25.2,94,0.91,Leakage
55.87,305.51,29.02,75,0.26,Normal
52.06,328.39,26.84,32,0.15,Normal
47.5,349.28,22.86,96,0.13,Normal
75.64,166.73,31.42,97,0.5,Leakage
52.78,330.85,27.16,103,0.25,Normal
34.26,346.75,29.41,84,0.3,Normal
43.35,281.09,21.34,74,0.19,Normal
89.11,119.17,30.24,66,0.66,Leakage
33.14,325.37,24.56,49,0.24,Normal
52.2,292.0,21.06,108,0.25,Normal
55.78,298.11,28.65,56,0.23,Normal
112.59,193.37,27.43,101,0.96,Leakage
36.7,342.54,28.88,97,0.26,Normal
109.66,179.07,30.47,105,0.79,Leakage
113.63,196.77,28.62,54,0.87,Leakage
105.87,155.51,25.33,132,0.52,Leakage
50.51,288.17,29.89,108,0.19,Normal
32.35,317.29,22.07,52,0.17,Normal
41.92,323.68,29.3,93,0.15,Normal
88.94,133.37,31.93,150,0.57,Leakage
118.76,199.55,30.25,127,0.84,Leakage
37.47,332.61,23.59,113,0.24,Normal
78.45,145.28,31.41,62,0.73,Leakage
59.35,289.17,22.04,37,0.18,Normal
103.56,183.76,34.31,131,0.97,Leakage
85.28,162.69,26.46,93,0.68,Leakage
59.17,333.23,28.73,87,0.17,Normal
30.28,309.94,25.63,32,0.1,Normal
58.54,310.6,23.68,116,0.2,Normal
51.13,332.93,24.61,88,0.25,Normal
59.38,330.47,24.2,33,0.22,Normal
30.11,340.82,24.16,107,0.17,Normal
32.72,300.2,25.24,42,0.17,Normal
44.98,319.83,23.97,81,0.26,Normal
54.63,333.23,28.53,71,0.27,Normal
105.14,161.39,27.35,123,0.52,Leakage
43.74,310.48,24.56,65,0.28,Normal
46.79,314.27,20.1,34,0.2,Normal
48.07,292.22,25.88,76,0.28,Normal
59.07,300.99,25.81,77,0.25,Normal
54.4,332.7,20.86,117,0.15,Normal
34.31,348.36,26.6,59,0.15,Normal
33.29,337.33,20.0,89,0.1,Normal
73.94,199.95,29.66,110,0.69,Leakage
36.7,334.12,28.32,30,0.22,Normal
56.51,335.44,26.8,112,0.11,Normal
39.15,344.35,27.68,98,0.17,Normal
81.32,159.83,25.92,111,0.96,Leakage
53.49,341.44,26.68,107,0.18,Normal
75.96,122.6,31.16,125,0.84,Leakage
53.67,297.14,22.62,78,0.13,Normal
77.58,154.1,31.08,107,0.62,Leakage
96.87,172.2,32.81,83,0.64,Leakage
52.4,305.95,23.34,97,0.11,Normal
41.23,323.91,23.49,58,0.14,Normal
40.52,300.95,27.22,45,0.22,Normal
30.09,302.92,27.31,85,0.29,Normal
33.13,338.49,22.05,73,0.28,Normal
57.71,314.82,29.51,99,0.22,Normal
108.78,129.92,25.81,94,0.88,Leakage
79.22,121.18,28.42,45,0.8,Leakage
103.6,219.43,31.55,52,0.59,Leakage
94.37,161.25,32.6,102,0.74,Leakage
94.92,168.23,30.91,60,0.88,Leakage
95.23,148.87,29.16,44,0.59,Leakage
36.76,349.96,20.4,110,0.28,Normal
49.69,308.99,20.23,70,0.24,Normal
43.33,307.85,20.67,60,0.22,Normal
59.66,337.0,29.26,106,0.13,Normal
45.74,318.45,24.43,73,0.17,Normal
36.12,334.48,20.82,57,0.21,Normal
107.03,139.35,28.78,142,0.96,Leakage
55.37,318.75,23.87,107,0.17,Normal
37.83,324.7,28.83,71,0.17,Normal
58.37,281.31,26.69,70,0.23,Normal
37.85,332.63,27.13,61,0.12,Normal
59.57,281.8,28.27,73,0.19,Normal
81.58,103.05,29.69,111,0.69,Leakage
35.47,308.24,23.46,47,0.26,Normal
56.85,286.79,26.1,77,0.26,Normal
59.68,312.28,26.37,34,0.23,Normal
52.13,302.84,27.3,56,0.22,Normal
115.02,210.09,27.76,129,0.65,Leakage
49.58,292.14,28.88,46,0.3,Normal
53.03,292.94,26.46,113,0.12,Normal
111.79,219.72,34.53,147,0.68,Leakage
33.16,349.8,23.39,51,0.2,Normal
43.25,348.67,24.24,94,0.24,Normal
34.31,302.69,26.45,81,0.2,Normal
118.72,182.77,29.96,113,0.76,Leakage
47.34,331.13,21.61,33,0.22,Normal
34.29,290.61,24.17,47,0.26,Normal
31.08,340.9,25.12,61,0.28,Normal
49.46,314.61,20.74,78,0.19,Normal
70.59,182.15,29.75,63,0.99,Leakage
51.59,328.41,20.42,35,0.25,Normal
108.09,171.6,26.78,100,0.97,Leakage
113.45,119.76,26.04,127,0.67,Leakage
39.04,282.7,24.62,104,0.29,Normal
53.95,310.07,28.7,82,0.25,Normal
34.71,302.39,20.92,115,0.27,Normal
30.82,320.08,22.01,80,0.28,Normal
50.53,293.46,22.72,56,0.14,Normal
36.88,281.66,27.3,101,0.17,Normal
103.8,161.93,32.78,114,0.95,Leakage
52.25,318.02,27.52,32,0.21,Normal
36.74,324.09,24.61,67,0.23,Normal
41.38,306.9,21.95,80,0.29,Normal
39.3,345.37,22.47,85,0.22,Normal
97.61,106.13,32.06,44,0.8,Leakage
58.7,311.08,21.99,71,0.25,Normal
45.71,333.95,25.68,105,0.23,Normal
44.34,317.08,20.45,83,0.14,Normal
41.23,289.73,21.06,48,0.17,Normal
98.61,114.12,34.0,41,0.99,Leakage
42.05,343.12,27.89,88,0.23,Normal
79.25,209.48,27.29,147,0.5,Leakage
45.66,304.6,23.27,77,0.22,Normal
37.87,341.96,21.09,42,0.28,Normal
30.17,301.21,27.83,83,0.25,Normal
88.16,153.05,28.9,85,0.73,Leakage
36.29,307.96,21.43,82,0.22,Normal
47.51,323.42,29.34,106,0.12,Normal
109.03,146.06,26.52,69,0.86,Leakage
49.0,304.92,26.98,100,0.2,Normal
32.03,316.22,23.77,41,0.29,Normal
37.63,299.88,29.13,109,0.14,Normal
87.82,169.83,28.77,77,0.76,Leakage
87.19,168.87,32.78,95,0.94,Leakage
48.36,317.76,25.22,30,0.17,Normal
104.01,130.51,30.56,128,0.79,Leakage
103.85,191.96,31.6,77,0.95,Leakage
42.57,289.29,25.98,113,0.23,Normal
71.93,116.14,28.32,75,1.0,Leakage
50.25,280.5,22.17,39,0.28,Normal
35.96,345.44,25.23,43,0.22,Normal
101.31,107.9,33.25,49,0.88,Leakage
41.41,332.96,26.37,118,0.14,Normal
50.83,346.66,21.62,101,0.25,Normal
48.21,303.56,23.46,42,0.15,Normal
35.46,330.29,24.84,106,0.17,Normal
54.67,332.81,26.78,47,0.16,Normal
80.89,217.33,31.25,45,0.66,Leakage
34.07,287.66,26.09,116,0.27,Normal
114.24,125.14,34.39,88,1.0,Leakage
117.81,115.22,34.68,73,0.63,Leakage
34.23,335.04,23.92,95,0.17,Normal
102.95,104.47,29.31,130,0.85,Leakage
44.84,300.31,29.99,76,0.13,Normal
45.15,284.24,24.59,96,0.26,Normal
30.39,327.65,28.09,31,0.29,Normal
85.04,105.87,29.93,89,0.59,Leakage
56.19,300.77,23.53,93,0.29,Normal
74.62,168.94,33.97,48,0.54,Leakage
30.6,296.01,25.64,93,0.2,Normal
49.73,325.86,24.11,51,0.19,Normal
34.17,311.77,23.51,106,0.11,Normal
43.51,307.85,25.39,108,0.22,Normal
45.28,286.19,23.4,59,0.22,Normal
31.81,282.11,24.91,106,0.25,Normal
46.93,284.45,20.18,85,0.1,Normal
113.44,210.51,30.42,100,0.84,Leakage
78.58,134.55,33.15,53,0.68,Leakage
36.59,321.48,26.97,33,0.15,Normal
53.98,326.37,21.74,117,0.2,Normal
44.98,289.36,25.25,60,0.13,Normal
71.84,132.23,32.54,86,0.9,Leakage
110.5,130.32,32.35,58,0.66,Leakage
48.17,338.44,25.05,60,0.14,Normal
78.5,140.03,25.58,57,0.78,Leakage
59.78,322.21,28.21,49,0.23,Normal
35.44,320.07,24.23,40,0.17,Normal
55.74,335.04,21.46,93,0.26,Normal
113.09,120.07,30.15,49,0.96,Leakage
48.53,287.9,24.46,87,0.28,Normal
56.86,297.59,28.71,75,0.21,Normal
38.28,290.92,27.8,58,0.16,Normal
106.47,160.95,30.05,108,0.87,Leakage
54.08,292.27,25.27,109,0.14,Normal
38.6,288.1,29.58,94,0.19,Normal
35.84,325.9,27.78,31,0.22,Normal
70.16,126.08,34.81,80,0.57,Leakage
100.29,193.7,25.16,126,0.55,Leakage
40.01,286.7,24.07,106,0.2,Normal
106.92,156.1,28.56,46,0.88,Leakage
97.52,212.18,34.63,66,0.8,Leakage
52.5,291.0,28.28,83,0.23,Normal
117.71,175.15,25.91,50,0.97,Leakage
36.66,342.64,22.25,105,0.21,Normal
44.88,291.91,21.85,92,0.22,Normal
50.58,337.17,23.28,94,0.19,Normal
119.68,154.65,28.31,44,0.95,Leakage
36.11,342.18,22.17,31,0.18,Normal
32.76,316.28,25.61,31,0.26,Normal
117.23,140.84,31.3,144,0.95,Leakage
57.26,329.4,23.45,59,0.27,Normal
42.17,312.01,25.67,30,0.1,Normal
48.55,333.63,26.5,60,0.19,Normal
114.64,193.87,29.07,101,0.94,Leakage
33.19,293.95,22.53,106,0.18,Normal
59.95,296.39,22.52,79,0.14,Normal
32.6,330.39,29.97,35,0.13,Normal
41.25,294.44,22.85,54,0.16,Normal
106.61,201.3,27.68,123,0.9,Leakage
56.25,347.38,25.88,44,0.16,Normal
49.05,281.81,20.8,82,0.28,Normal
45.42,329.83,21.63,56,0.15,Normal
50.23,314.66,25.29,61,0.21,Normal
56.43,302.14,21.7,68,0.3,Normal
56.66,311.36,26.42,58,0.21,Normal
59.53,308.85,21.63,69,0.17,Normal
108.69,194.81,27.66,79,0.51,Leakage
85.35,150.77,29.98,149,0.72,Leakage
37.33,297.12,26.41,31,0.15,Normal
51.83,296.51,23.48,79,0.2,Normal
53.06,280.74,21.24,102,0.19,Normal
51.89,291.44,29.72,116,0.19,Normal
53.75,321.45,20.63,52,0.2,Normal
93.26,172.92,25.63,150,0.53,Leakage
38.24,325.67,26.81,69,0.18,Normal
32.65,291.3,28.89,37,0.23,Normal
51.05,284.14,21.7,100,0.19,Normal
84.34,172.33,27.21,111,0.95,Leakage
78.17,126.74,26.45,94,0.92,Leakage
39.85,298.96,22.07,114,0.23,Normal
54.65,319.09,20.45,120,0.19,Normal
110.21,159.95,33.18,102,0.98,Leakage
45.07,343.26,23.81,100,0.21,Normal
46.32,319.15,21.67,61,0.1,Normal
96.92,166.7,33.14,141,0.58,Leakage
119.65,209.11,25.11,138,0.88,Leakage
98.46,167.65,34.55,99,0.61,Leakage
82.87,155.14,32.47,66,0.66,Leakage
38.93,305.31,26.65,35,0.24,Normal
52.69,338.62,27.79,114,0.17,Normal
54.44,342.31,24.3,93,0.2,Normal
30.11,281.95,21.3,100,0.11,Normal
91.37,144.57,30.36,110,0.77,Leakage
43.32,314.86,21.05,102,0.2,Normal
40.48,319.2,28.58,81,0.12,Normal
114.36,172.99,27.83,131,0.89,Leakage
50.92,313.44,21.21,34,0.25,Normal
44.89,292.99,28.26,103,0.27,Normal
47.54,305.06,25.16,50,0.14,Normal
40.67,300.37,24.85,113,0.15,Normal
53.42,297.52,23.03,64,0.27,Normal
35.98,313.74,24.62,90,0.11,Normal
51.2,282.95,24.32,36,0.2,Normal
49.64,331.25,22.7,96,0.13,Normal
39.56,325.05,29.66,115,0.11,Normal
106.33,150.53,31.08,100,0.78,Leakage
38.65,305.79,26.11,107,0.12,Normal
42.43,309.51,29.74,36,0.19,Normal
42.81,328.74,22.84,119,0.16,Normal
80.8,205.14,26.07,40,0.52,Leakage
40.03,281.48,22.24,114,0.19,Normal
34.58,324.74,20.35,51,0.1,Normal
44.18,335.93,28.31,71,0.29,Normal
59.53,286.3,21.76,86,0.16,Normal
101.09,185.93,26.22,44,0.75,Leakage
70.3,214.93,29.65,142,0.88,Leakage
41.6,289.46,20.21,93,0.11,Normal
99.79,201.22,25.19,117,0.97,Leakage
59.74,307.88,23.66,35,0.17,Normal
56.23,346.71,20.47,94,0.28,Normal
32.78,309.78,23.36,42,0.27,Normal
36.57,288.83,28.84,108,0.16,Normal
53.14,283.49,24.86,91,0.12,Normal
50.59,296.11,25.43,52,0.18,Normal
48.06,340.24,26.67,81,0.27,Normal
56.74,331.49,24.09,54,0.2,Normal
53.81,299.81,23.69,73,0.24,Normal
56.46,314.1,27.49,43,0.23,Normal
49.86,288.83,28.7,63,0.18,Normal
112.21,194.03,25.42,131,0.97,Leakage
39.2,343.89,27.01,66,0.15,Normal
89.01,214.67,34.79,116,0.91,Leakage
58.9,347.25,20.19,94,0.26,Normal
45.32,305.2,21.56,78,0.16,Normal
54.68,342.42,20.08,115,0.15,Normal
43.55,325.85,27.5,114,0.13,Normal
45.55,309.97,26.03,103,0.17,Normal
58.48,283.29,26.44,67,0.22,Normal
77.34,104.93,27.16,65,0.76,Leakage
55.87,295.55,23.18,119,0.17,Normal
38.58,332.49,28.85,88,0.15,Normal
58.44,299.52,22.03,32,0.29,Normal
59.74,337.5,27.9,56,0.2,Normal
52.82,345.62,21.72,113,0.13,Normal
101.64,166.15,34.48,87,0.76,Leakage
95.51,137.43,26.66,141,0.97,Leakage
40.23,327.01,29.04,79,0.12,Normal
93.99,201.7,26.9,80,0.57,Leakage
41.94,287.52,27.43,80,0.12,Normal
56.15,291.51,26.68,74,0.15,Normal
49.83,308.37,27.73,99,0.12,Normal
39.74,349.08,23.6,103,0.15,Normal
33.23,326.24,25.37,114,0.18,Normal
59.87,297.06,23.9,45,0.25,Normal
44.65,327.85,24.82,74,0.28,Normal
50.24,331.51,24.73,82,0.2,Normal
41.1,314.65,29.94,85,0.12,Normal
101.92,159.92,29.55,106,0.7,Leakage
106.43,123.4,29.61,65,0.55,Leakage
32.87,316.83,25.91,79,0.11,Normal
40.25,301.26,21.17,117,0.12,Normal
54.32,316.23,24.18,58,0.28,Normal
41.23,305.79,29.36,99,0.16,Normal
49.43,343.79,29.32,72,0.15,Normal
48.77,332.06,24.19,51,0.11,Normal
97.16,191.48,30.18,72,0.61,Leakage
34.47,344.94,28.21,42,0.18,Normal
57.61,339.17,27.55,38,0.25,Normal
39.86,299.67,28.89,97,0.12,Normal
56.51,332.92,24.21,37,0.14,Normal
37.93,316.67,26.16,59,0.11,Normal
39.81,337.77,21.49,44,0.12,Normal
98.87,216.88,33.85,95,0.79,Leakage
38.22,286.45,25.52,71,0.21,Normal
42.9,346.13,23.81,50,0.15,Normal
37.97,345.5,24.16,33,0.14,Normal
109.01,117.55,25.54,76,0.6,Leakage
37.36,328.23,26.93,36,0.29,Normal
38.91,302.37,22.94,120,0.19,Normal
32.01,303.57,25.3,100,0.23,Normal
46.24,307.2,24.18,30,0.16,Normal
46.29,299.75,20.07,35,0.24,Normal
38.14,293.89,22.25,72,0.14,Normal
58.78,286.77,28.66,68,0.18,Normal
38.2,291.14,23.29,58,0.1,Normal
105.0,108.01,34.62,116,0.97,Leakage
51.86,310.8,20.09,56,0.14,Normal
109.35,170.26,27.59,47,0.64,Leakage
56.28,305.91,24.12,108,0.19,Normal
40.76,318.76,26.9,76,0.24,Normal
58.98,328.46,26.49,50,0.22,Normal
54.39,293.09,29.38,56,0.26,Normal
106.72,149.42,33.05,108,0.63,Leakage
51.68,293.84,24.41,39,0.3,Normal
38.6,300.61,26.63,90,0.14,Normal
54.77,346.22,27.77,42,0.26,Normal
32.23,310.92,26.44,43,0.28,Normal
51.32,289.44,29.83,48,0.28,Normal
75.64,209.26,25.54,115,0.69,Leakage
115.51,119.5,28.21,90,0.63,Leakage
53.35,297.54,29.69,108,0.19,Normal
56.64,332.93,27.62,113,0.12,Normal
85.38,207.01,28.81,93,0.71,Leakage
51.14,343.57,24.92,34,0.15,Normal
102.26,101.12,33.43,61,0.5,Leakage
45.07,300.66,22.98,96,0.21,Normal
54.38,297.33,28.2,62,0.29,Normal
116.19,199.11,26.85,42,0.5,Leakage
54.12,292.73,24.73,83,0.3,Normal
37.01,342.09,22.46,115,0.27,Normal
38.43,281.94,29.23,30,0.17,Normal
33.56,295.54,20.7,95,0.21,Normal
53.31,308.24,20.48,35,0.27,Normal
46.04,283.74,24.25,99,0.22,Normal
47.91,349.36,29.98,30,0.19,Normal
48.02,349.86,24.11,88,0.22,Normal
108.18,201.84,30.28,117,0.84,Leakage
94.19,218.82,28.02,112,0.98,Leakage
30.83,323.52,20.29,92,0.11,Normal
53.71,297.43,27.6,35,0.17,Normal
98.88,213.98,27.74,78,0.74,Leakage
36.07,302.85,20.71,64,0.2,Normal
34.35,319.2,21.54,38,0.25,Normal
46.98,313.96,21.59,68,0.3,Normal
42.3,341.37,20.62,63,0.3,Normal
41.56,286.77,26.38,45,0.2,Normal
43.34,302.64,20.55,88,0.16,Normal
55.44,345.95,21.77,60,0.11,Normal
54.29,300.38,29.78,98,0.25,Normal
41.92,328.41,23.52,112,0.19,Normal
46.63,299.69,26.13,59,0.27,Normal
49.75,338.32,29.26,99,0.26,Normal
31.33,330.24,27.19,99,0.1,Normal
45.52,302.31,21.26,60,0.23,Normal
117.82,163.77,26.42,146,0.73,Leakage
55.27,293.65,28.21,47,0.17,Normal
103.59,210.94,31.31,104,0.74,Leakage
39.04,326.86,21.46,77,0.15,Normal
73.5,123.86,29.04,137,0.53,Leakage
47.99,334.46,29.5,45,0.24,Normal
32.74,323.27,25.54,62,0.21,Normal
35.5,338.92,29.31,34,0.11,Normal
53.55,335.9,26.87,76,0.24,Normal
39.56,317.67,28.65,81,0.22,Normal
59.85,338.52,20.48,110,0.17,Normal
112.16,104.6,31.29,114,0.57,Leakage
34.71,315.15,25.66,86,0.14,Normal
50.23,307.0,21.17,98,0.18,Normal
58.05,291.35,20.84,85,0.25,Normal
35.43,293.32,29.01,44,0.17,Normal
86.32,150.3,28.56,43,0.87,Leakage
109.19,101.88,30.3,130,0.91,Leakage
55.77,290.83,27.72,86,0.2,Normal
97.36,110.69,27.95,129,0.87,Leakage
52.35,298.17,21.96,30,0.25,Normal
47.93,287.06,24.21,49,0.16,Normal
35.07,302.36,29.3,35,0.23,Normal
85.8,199.37,30.69,77,0.73,Leakage
52.63,305.24,26.26,99,0.16,Normal
46.68,282.62,23.57,115,0.26,Normal
40.01,305.54,27.09,78,0.22,Normal
37.23,313.52,28.51,44,0.21,Normal
49.17,345.16,28.5,35,0.14,Normal
37.98,288.94,28.26,85,0.27,Normal
117.64,153.82,30.53,127,0.79,Leakage
42.23,290.63,24.53,37,0.18,Normal
52.92,327.64,29.66,42,0.2,Normal
49.36,320.93,29.19,113,0.12,Normal
50.86,309.07,20.49,65,0.17,Normal
58.67,317.52,24.32,62,0.19,Normal
59.76,282.9,26.44,94,0.15,Normal
101.08,217.07,31.16,112,0.98,Leakage
37.09,330.34,23.52,47,0.19,Normal
88.85,172.85,28.84,47,0.85,Leakage
31.49,321.26,21.41,43,0.27,Normal
115.8,192.05,27.98,92,0.9,Leakage
46.03,309.23,26.39,31,0.26,Normal
44.41,322.46,27.16,44,0.21,Normal
53.78,305.13,23.55,120,0.24,Normal
48.04,342.64,25.08,69,0.11,Normal
86.55,147.25,31.81,111,0.52,Leakage
103.54,209.63,29.66,147,0.57,Leakage
59.09,310.58,20.46,110,0.24,Normal
77.78,107.68,34.95,79,0.51,Leakage
40.57,326.41,29.76,93,0.23,Normal
35.64,300.6,29.66,57,0.28,Normal
50.56,311.69,25.9,38,0.3,Normal
49.04,347.66,26.11,87,0.18,Normal
57.64,299.29,28.66,39,0.3,Normal
114.91,130.02,26.33,47,0.82,Leakage
50.81,302.77,25.53,63,0.18,Normal
48.93,331.21,20.34,66,0.27,Normal
56.33,332.27,26.56,78,0.25,Normal
51.56,312.51,25.39,113,0.19,Normal
83.27,181.83,34.08,85,1.0,Leakage
32.07,312.51,24.93,37,0.12,Normal
111.12,131.94,25.12,65,0.59,Leakage
47.04,293.38,22.45,84,0.16,Normal
31.53,324.89,27.06,45,0.28,Normal
44.17,315.13,22.91,115,0.12,Normal
39.77,328.64,20.23,112,0.27,Normal
84.6,141.8,34.67,108,0.84,Leakage
37.34,347.08,21.15,57,0.29,Normal
47.62,283.45,29.1,86,0.25,Normal
37.69,301.03,20.49,56,0.27,Normal
78.63,101.85,26.29,93,0.63,Leakage
42.99,348.02,23.5,62,0.28,Normal
30.65,331.37,20.97,96,0.24,Normal
45.47,345.92,29.26,59,0.17,Normal
36.54,305.69,25.41,94,0.18,Normal
77.94,213.95,25.98,99,0.91,Leakage
32.39,324.13,28.49,101,0.13,Normal
39.98,349.92,24.9,115,0.25,Normal
48.86,316.93,21.69,102,0.23,Normal
75.85,197.97,28.81,104,0.56,Leakage
33.48,341.26,26.82,71,0.13,Normal
50.94,286.24,20.1,72,0.23,Normal
58.31,339.36,21.52,48,0.26,Normal
45.61,344.73,23.78,106,0.15,Normal
32.91,339.47,24.84,51,0.18,Normal
57.44,347.34,25.15,69,0.12,Normal
116.37,188.11,26.13,82,0.71,Leakage
58.5,329.97,23.34,77,0.26,Normal
30.79,292.26,28.47,56,0.24,Normal
117.61,218.4,31.51,108,0.79,Leakage
51.88,282.61,23.63,90,0.13,Normal
